pid,BQ2,BQ3_n2,BQ4,B3,B5_1,B5_2,B5_3,B5_4,B5_5,E5_1,E5_2,E5_3,E5_4,I1_1,I1_2,I1_3,I1_4,I1_5,I1_6,I1_7,J1_1,J1_2,J1_3,J1_4,J1_5,J1_6,J1_7,J2_1,J2_2,J2_3,J2_4,J2_5,J2_6,J2_7,J2_8,J2_9,J2_10,K1,L1_1,L1_2,L1_3,L1_4,L1_5,L1_6,L1_7,M1_1,M1_2,M1_3,M1_4,M1_5,M1_6,M1_7,M1_8,M1_9,M1_10,M1_11,M1_12,M2_1,M2_2,M2_3,M2_4,M2_5,BQ7,BQ9,BQ12_1,BQ12_2
697101,2,6,2,3,4,4,5,5,4,3,3,4,4,7,7,7,5,6,4,7,100,75,50,50,0,50,50,2,2,2,2,2,1,1,2,2,2,6,7,4,6,5,5,7,5,7,7,6,6,6,6,7,4,6,7,6,6,1,2,2,1,2,1,2,4,5
697252,2,2,4,2,4,3,5,5,4,2,2,3,3,7,7,7,5,7,6,4,20,30,50,50,50,40,50,2,1,1,1,1,1,1,1,1,1,6,2,2,1,5,2,5,4,5,6,5,5,5,5,6,5,4,4,5,5,2,3,2,2,3,2,1,5,2
698361,2,4,2,3,3,4,4,4,4,3,3,3,3,5,5,5,5,5,5,5,50,50,50,50,40,50,40,2,1,2,1,1,1,1,1,1,1,5,5,4,4,4,4,4,4,4,5,5,5,4,4,5,5,5,5,4,4,3,3,3,3,3,1,5,5,4
698482,1,6,2,1,3,4,5,5,3,4,4,5,3,7,6,5,4,4,5,6,25,50,70,70,0,10,10,1,1,1,1,1,1,1,2,2,2,6,7,6,7,6,5,5,5,5,5,6,7,6,5,5,5,5,5,5,5,2,2,2,2,2,1,2,4,4
698745,2,2,4,3,5,3,5,5,4,4,5,3,1,4,4,2,1,4,1,1,50,25,0,0,0,50,50,1,2,2,2,1,1,1,2,2,2,3,6,4,1,5,1,7,1,2,5,3,6,7,7,7,7,3,1,1,4,4,3,3,2,1,2,3,2,1
699002,1,5,2,2,5,4,1,5,4,2,2,4,3,5,6,6,4,6,5,7,25,50,100,25,0,25,0,1,1,1,1,1,1,2,1,1,1,3,5,5,2,6,4,6,5,6,7,7,6,6,4,7,7,7,7,7,6,1,2,4,4,4,2,2,4,3
699198,2,6,2,3,4,4,4,5,4,4,3,3,3,6,7,6,4,4,3,7,90,70,30,30,10,50,10,1,1,1,1,2,1,1,1,1,1,2,1,2,5,5,7,6,3,7,6,6,5,5,5,5,5,5,5,5,5,2,2,2,2,2,1,3,3,1
699254,2,5,2,3,5,4,4,4,4,3,3,3,3,7,7,6,6,6,6,4,80,60,50,50,30,50,50,2,2,2,2,2,1,1,2,1,1,3,6,6,6,5,4,5,3,6,6,4,4,5,5,6,4,4,4,5,5,1,1,1,1,1,1,2,4,1
699307,2,5,2,4,5,3,3,3,2,3,3,3,3,6,6,6,4,4,4,4,50,50,50,50,0,50,25,1,2,1,1,1,1,1,2,1,1,6,5,6,2,3,3,5,5,6,6,6,2,6,6,6,6,6,7,6,6,1,1,1,1,1,1,4,3,2
699406,1,5,2,2,4,4,3,4,3,3,3,3,3,6,7,6,5,5,4,5,80,70,70,50,20,60,40,1,1,1,1,1,1,1,1,1,1,3,7,2,4,2,7,5,6,6,7,7,6,4,4,6,5,6,7,6,4,2,3,2,2,2,1,3,3,2
699524,2,5,2,1,2,2,4,4,3,2,3,3,2,6,7,4,5,5,6,6,60,70,70,50,40,50,30,2,2,2,2,2,2,2,2,2,2,3,5,5,4,5,4,5,4,6,6,5,6,5,4,4,5,5,4,5,5,2,2,2,2,2,1,5,6,1
700442,2,6,2,1,3,3,3,4,2,4,4,3,3,2,7,7,2,5,4,5,75,75,20,10,0,10,10,1,1,1,1,1,1,1,2,2,2,6,6,2,2,5,1,6,2,7,7,7,4,5,5,5,3,6,7,7,5,1,1,1,1,1,1,2,2,4
700687,2,3,2,3,4,4,4,4,4,2,2,3,3,5,5,5,4,4,4,4,50,50,50,50,50,50,50,2,1,1,1,1,1,1,2,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,3,3,1,4,8,1
700847,2,3,2,1,5,4,3,5,2,2,2,3,3,5,6,5,4,7,5,5,25,50,50,25,50,50,50,2,2,2,2,2,2,2,2,2,2,3,4,3,2,4,4,4,4,5,7,6,7,6,6,7,7,7,4,6,6,2,2,2,2,2,2,2,5,2
700890,1,4,6,3,3,2,3,3,3,3,2,4,3,4,3,5,4,4,5,4,40,20,20,20,0,0,0,2,2,2,2,2,2,2,2,2,2,6,3,4,5,3,5,4,5,4,5,5,4,5,5,4,5,6,5,4,5,4,3,4,3,3,2,3,1,1
701506,2,6,2,3,3,3,3,3,2,4,4,2,3,7,6,6,4,4,6,5,75,50,50,50,0,25,50,1,1,1,2,2,1,2,1,1,1,4,7,2,5,5,5,6,3,4,4,4,5,4,4,4,4,4,4,4,4,3,3,3,3,2,1,3,5,1
702461,2,5,2,3,3,3,3,4,4,4,5,4,3,7,7,7,5,4,5,4,25,100,50,50,50,50,50,1,1,1,1,1,1,1,1,1,1,4,5,1,1,2,1,2,1,6,6,6,5,3,2,4,1,4,4,5,4,3,2,3,3,1,1,3,7,9
702846,1,2,4,5,5,5,5,4,5,3,5,5,5,4,4,4,4,4,4,4,0,20,40,0,0,20,20,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,3,5,5,5,5,5,4,5,5,5,5,5,5,3,3,3,3,3,2,4,1,1
702847,2,5,2,2,3,4,4,4,3,5,4,2,3,6,7,6,5,6,6,4,60,80,70,40,10,50,50,2,1,2,2,1,1,1,2,2,2,3,6,4,4,5,5,6,4,6,5,4,5,5,5,5,4,5,6,5,5,3,2,2,3,2,1,4,3,8
703088,2,5,2,2,4,3,4,5,3,3,2,3,3,7,6,6,4,5,5,5,50,70,50,30,20,40,40,2,1,1,2,2,1,1,2,2,2,5,5,5,5,6,5,5,5,6,6,5,5,5,5,6,5,5,6,6,5,2,2,2,3,3,1,3,4,3
703423,1,6,2,2,2,2,3,3,3,5,5,4,4,7,6,6,1,4,4,4,50,50,50,50,0,50,50,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,1,1,1,1
704210,2,6,2,3,4,4,4,4,3,2,2,3,3,6,6,6,6,6,6,5,30,30,20,5,5,5,5,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,2,3,5,5,5,5,5,4,4,5,6,6,6,5,4,2,3,2,2,3,1,3,8,8
704496,2,6,2,4,4,4,5,4,4,5,5,3,4,5,6,4,3,4,4,5,50,25,75,50,0,50,50,1,1,1,1,1,1,1,1,1,1,4,5,4,5,5,6,5,5,6,6,6,6,6,6,6,6,6,5,5,4,2,2,3,2,2,1,1,1,1
704749,1,2,2,5,1,3,3,2,1,3,1,3,1,4,4,2,2,3,3,3,50,60,70,50,50,50,10,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,1,1,3,2,1,1,1,4,3,3,3,3,1,1,4,2,2,2,1,2,1
704799,2,2,4,2,2,3,2,3,3,4,3,3,3,4,5,4,3,3,5,3,75,60,50,40,98,88,58,1,1,1,2,1,1,2,1,1,1,6,5,3,3,3,4,3,4,4,3,5,3,4,4,2,4,3,4,3,3,3,4,3,3,1,2,4,6,8
704835,1,2,4,1,4,4,4,4,3,3,3,3,3,7,4,6,3,5,5,4,50,50,50,50,50,50,50,1,1,1,1,1,1,1,1,1,1,4,5,4,5,5,4,5,4,4,6,5,5,4,4,5,5,5,5,5,5,4,4,4,2,3,2,4,9,2
704960,2,3,4,3,2,2,3,3,3,3,3,2,3,7,7,4,6,5,5,4,75,50,50,25,25,25,25,2,2,2,2,2,2,2,2,2,2,5,6,5,6,5,4,5,4,4,3,5,4,4,5,5,4,4,4,3,4,3,3,4,3,3,2,3,4,3
705945,2,6,2,2,4,3,4,4,1,3,3,4,3,7,6,5,4,4,4,4,50,50,25,50,0,0,50,1,1,1,1,1,1,2,2,2,2,3,4,6,5,5,4,5,4,6,6,4,4,4,2,6,6,6,6,6,5,4,2,4,4,4,1,2,4,5
706304,2,5,6,5,5,5,5,5,5,4,5,3,3,7,7,7,3,4,6,5,90,60,50,70,0,40,60,2,1,1,1,2,1,1,1,1,1,6,6,1,5,3,3,3,2,7,7,5,5,5,5,5,4,5,7,5,6,2,2,2,2,4,1,1,2,1
706629,1,6,2,2,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,50,50,50,50,50,50,50,2,2,2,2,2,1,2,2,2,2,6,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,1,3,3,2
706781,2,4,2,3,5,5,4,4,3,3,3,3,2,5,6,4,3,4,4,4,0,75,75,50,25,50,40,2,2,2,2,2,1,1,2,2,2,7,4,4,2,5,4,5,4,6,6,6,6,6,4,4,5,4,2,4,4,3,3,3,3,3,1,4,6,1
707211,1,4,4,4,4,4,2,5,3,2,2,4,2,7,7,7,6,6,6,6,25,25,70,50,25,40,50,1,1,1,2,1,1,1,1,1,1,6,4,7,1,5,1,2,1,6,5,4,5,6,6,6,7,7,7,5,6,2,2,2,2,2,1,5,8,4
707917,1,5,2,3,4,3,5,5,4,2,2,2,2,6,6,6,5,4,4,4,100,100,100,75,50,50,50,1,1,1,1,1,1,1,1,1,1,4,5,5,4,4,4,4,4,4,4,4,4,5,4,6,4,5,4,4,4,2,2,2,2,2,2,1,1,1
708572,2,3,4,3,3,3,4,3,3,3,3,3,2,6,5,5,4,5,4,4,50,75,50,25,0,50,50,2,2,2,2,1,1,1,1,1,1,3,5,7,4,5,4,4,4,5,7,6,6,6,6,6,3,4,5,5,4,2,2,2,2,1,2,4,3,2
708734,1,2,4,2,4,3,2,3,4,4,3,2,3,7,7,7,7,7,6,5,50,60,50,40,30,50,10,2,2,1,1,1,1,1,2,2,2,6,5,5,4,4,4,3,3,5,4,3,4,4,4,5,4,5,4,6,5,2,3,3,4,3,1,3,3,2
708767,2,6,6,4,5,5,5,5,5,2,4,4,4,7,7,7,6,6,6,6,75,50,25,50,0,25,50,2,2,1,1,1,1,1,2,2,2,6,5,5,2,3,6,5,3,6,6,6,5,5,4,6,6,7,7,5,5,2,3,2,2,2,1,2,4,3
708901,1,2,3,2,4,4,4,5,2,2,2,4,3,7,6,6,5,7,5,4,55,60,55,55,40,40,50,1,1,1,1,1,1,1,1,1,1,3,4,3,1,3,2,2,1,7,6,6,5,5,6,5,6,6,4,4,4,2,3,2,2,1,2,3,9,6
708903,2,4,2,4,4,4,4,5,4,4,3,4,2,5,6,6,5,6,5,5,25,50,50,25,25,25,25,2,1,1,2,1,1,1,1,2,2,5,5,3,4,5,5,5,4,5,6,6,5,6,6,5,5,5,5,5,5,2,2,3,2,4,1,3,5,5
709535,1,6,2,3,4,4,4,5,3,4,4,3,3,4,4,4,4,4,2,4,50,50,50,25,0,50,50,2,2,2,2,2,2,2,2,2,2,7,5,5,4,4,4,5,4,5,5,5,4,5,4,5,5,5,5,5,4,3,3,3,3,2,1,4,6,1
709651,2,2,4,3,3,3,3,3,3,3,3,3,3,5,5,5,4,4,4,5,50,50,100,50,50,50,0,1,1,1,1,1,1,1,2,1,1,4,4,4,4,4,4,4,4,5,7,7,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,4,5,1
711440,2,2,3,2,5,5,5,5,5,4,4,3,3,7,6,7,7,6,5,6,25,50,25,75,75,25,50,1,1,1,1,1,1,1,1,1,1,3,5,4,3,5,4,5,5,4,5,5,5,7,6,5,4,5,5,5,5,1,2,1,1,1,2,4,5,1
712195,1,2,3,4,3,3,3,4,4,4,4,4,3,4,7,6,7,7,4,6,25,75,75,50,50,50,25,1,1,1,1,1,1,1,1,1,1,3,6,1,1,1,1,1,4,5,7,7,7,6,6,6,7,7,7,7,7,2,1,2,2,2,2,4,6,6
712605,2,4,2,3,5,5,5,5,4,3,3,3,3,4,6,4,4,4,4,4,50,75,50,25,0,25,0,1,1,1,1,1,1,1,2,2,1,3,5,4,4,3,4,5,3,5,5,4,4,4,5,5,5,5,5,5,4,2,2,2,2,3,1,4,4,2
713038,2,2,3,1,4,4,4,4,4,1,1,3,3,6,6,6,6,7,5,5,75,50,50,50,95,25,50,2,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,1,1,5,5,5,3,5,4,5,5,3,2,5,4,2,3,2,2,2,2,3,8,2
713329,2,2,2,3,4,5,4,5,4,3,3,2,3,3,4,4,3,4,5,4,70,60,50,25,25,50,0,2,2,1,2,1,1,1,2,2,2,6,5,5,4,3,4,4,5,6,6,5,4,6,5,5,4,4,5,4,4,2,2,2,2,1,1,3,3,2
713514,2,2,4,3,4,5,3,5,5,3,2,3,4,6,6,5,4,5,6,4,5,20,10,0,0,0,0,2,1,1,1,1,1,2,2,1,1,3,3,5,3,4,2,4,4,6,6,6,6,6,7,5,4,6,6,6,5,1,3,1,1,1,2,2,8,2
713818,1,5,3,2,3,2,4,4,2,2,2,3,2,7,7,7,7,7,7,7,60,40,30,90,60,50,70,2,2,1,2,1,1,1,2,2,2,6,2,2,1,6,3,5,2,7,7,7,7,7,5,7,6,7,5,7,7,1,1,1,1,1,1,4,8,4
714165,2,2,3,3,5,4,5,5,3,2,3,2,5,6,6,4,4,7,5,5,50,50,30,50,75,50,50,1,1,1,1,1,1,2,1,1,2,7,2,4,1,4,1,5,3,5,7,4,3,5,3,5,5,4,3,4,5,3,3,3,2,1,2,1,9,1
714309,2,6,4,2,3,3,2,4,3,3,2,4,3,7,7,7,4,6,5,5,80,80,50,50,40,40,50,1,1,1,2,1,1,1,2,1,1,4,6,6,6,6,5,6,5,7,7,7,6,5,5,6,5,6,7,6,6,3,3,2,3,2,1,3,5,5
714317,1,6,2,3,4,5,5,5,5,5,5,3,4,7,6,6,4,4,5,5,100,100,100,0,0,0,0,2,1,1,1,1,1,1,1,1,1,2,6,6,4,3,5,5,6,7,5,4,4,4,4,3,3,4,3,3,3,2,2,3,3,2,1,2,4,2
714361,1,2,4,5,5,5,4,5,3,5,5,3,5,5,3,4,5,4,5,4,20,20,20,5,5,15,15,2,2,2,2,2,2,2,2,2,2,4,5,4,5,6,4,5,3,5,4,6,5,5,6,5,6,5,4,6,5,3,4,4,3,4,2,3,3,1
714421,2,3,2,1,2,2,2,4,2,2,2,4,3,7,6,6,5,6,5,6,50,25,50,25,50,50,25,1,1,1,2,1,1,1,1,1,1,4,7,6,4,5,3,5,5,6,6,5,5,5,4,6,5,5,5,6,6,2,2,2,2,2,1,3,6,2
714505,2,2,4,3,5,5,5,5,3,3,3,5,1,7,6,7,7,7,7,4,50,50,50,50,50,50,50,1,1,1,1,1,1,1,1,1,1,4,3,1,1,5,1,2,1,6,6,6,4,4,4,6,6,5,5,5,5,2,2,2,2,1,2,4,2,3
716243,1,3,2,3,5,5,5,5,5,5,5,3,2,6,6,4,1,4,4,4,0,10,50,0,0,0,50,2,1,1,2,1,1,2,1,1,1,6,1,1,1,1,1,1,1,6,6,5,4,5,6,6,6,4,5,4,4,3,2,2,3,2,1,4,2,1
716298,2,2,2,2,2,4,3,4,2,3,2,3,2,7,7,6,4,4,4,5,40,50,0,50,75,25,30,1,1,1,1,1,1,1,1,1,1,5,4,3,3,4,2,5,3,5,6,5,3,2,3,6,3,5,3,4,4,2,2,2,2,3,2,4,4,1
717427,1,3,4,3,4,4,5,5,5,4,2,3,3,7,7,7,4,7,6,7,75,75,75,75,0,50,50,2,1,1,1,2,1,2,2,1,2,3,5,7,2,7,5,6,4,6,7,4,4,3,3,4,4,5,4,5,5,2,2,2,2,3,2,3,6,5
717760,1,4,4,2,2,3,4,4,3,2,4,4,2,7,7,7,6,6,6,6,50,50,50,55,40,40,40,2,2,2,2,1,1,2,2,2,2,5,5,3,2,3,2,2,2,6,6,6,4,4,5,5,5,6,6,5,3,2,2,2,2,2,1,4,8,6
718939,2,2,2,2,3,2,5,5,3,5,5,4,3,7,7,7,7,6,6,5,50,50,25,50,0,50,0,1,1,1,1,1,1,2,1,1,1,3,2,1,1,3,4,4,3,6,6,6,6,7,7,6,4,5,4,4,4,3,3,2,2,3,2,2,2,1
720583,1,2,2,2,2,3,4,4,4,2,2,4,3,7,6,6,6,7,6,6,40,80,95,50,95,80,50,1,2,1,2,1,1,1,1,1,1,3,5,3,1,4,2,5,6,5,7,6,5,5,5,4,3,4,3,4,5,1,2,3,2,1,2,3,5,5
720653,2,2,3,3,4,4,4,5,2,4,3,4,3,7,6,4,4,5,5,5,50,50,60,50,60,50,40,2,1,1,2,2,1,1,1,1,1,2,4,3,3,5,3,4,3,5,5,4,3,4,6,5,4,5,4,4,4,2,2,2,2,2,2,5,8,1
721269,1,2,3,1,2,2,4,5,2,3,2,2,3,4,6,4,5,5,5,6,75,75,75,50,50,75,50,2,1,1,2,1,1,1,2,2,1,3,4,5,4,6,3,4,5,6,6,5,4,5,5,6,7,7,5,6,5,2,2,3,2,2,2,4,10,5
722392,1,3,4,4,1,2,2,3,2,4,3,4,3,5,5,6,5,6,5,4,75,50,100,75,50,50,25,2,1,2,1,1,1,2,1,1,1,6,3,5,4,6,5,5,6,6,4,5,6,5,5,4,5,4,5,5,4,4,3,4,3,2,1,3,6,4
722451,2,2,2,3,2,2,2,4,2,2,3,3,3,3,4,3,4,4,3,4,50,50,50,25,50,50,50,2,2,1,1,1,1,2,1,2,2,5,5,4,4,2,2,4,4,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,2,4,6,2
722941,1,2,2,4,4,3,4,4,4,3,3,3,3,4,7,4,4,7,5,5,5,75,50,70,80,50,50,2,1,1,1,1,1,2,1,1,1,3,7,4,4,7,5,7,4,5,6,6,5,5,5,5,6,5,4,4,4,2,1,2,2,1,2,4,4,1
723346,2,2,3,4,4,4,5,5,5,4,4,4,3,6,6,6,5,5,6,6,55,65,10,85,100,75,50,1,1,1,1,1,1,1,1,1,1,6,5,4,6,7,4,7,5,5,6,6,4,5,5,5,6,7,6,4,4,3,2,2,2,1,2,4,4,2
724320,2,2,2,2,3,3,3,4,3,5,5,4,4,6,7,7,6,7,4,7,15,15,5,100,100,30,70,2,2,1,2,1,1,1,1,1,1,7,4,2,2,7,7,7,3,7,7,7,5,5,5,4,4,7,4,4,3,2,2,1,1,1,2,2,4,2
724397,2,2,3,2,4,3,3,3,3,2,2,4,2,7,7,7,4,7,5,6,50,60,0,60,60,40,50,2,1,1,1,1,1,2,2,2,2,3,1,1,1,1,1,1,1,6,6,6,2,7,6,4,3,5,3,3,4,2,1,2,2,2,2,2,6,2
725297,1,5,2,1,3,3,3,3,3,1,1,1,1,4,4,3,4,2,3,3,20,10,20,5,0,10,10,1,1,1,1,2,1,1,1,1,1,4,6,5,3,5,5,4,5,4,5,5,5,5,4,5,4,4,5,4,4,3,3,4,3,3,1,4,3,1
726694,1,5,2,1,5,4,5,5,3,5,5,4,2,7,7,6,4,6,6,6,75,75,75,75,0,25,50,1,2,2,2,1,1,1,1,1,1,3,7,2,1,7,7,7,1,7,6,6,6,6,4,7,6,7,7,4,5,5,2,2,2,1,2,1,1,3
726903,1,2,5,1,3,3,2,3,3,3,2,3,2,5,5,5,3,3,3,3,50,75,75,50,25,50,50,1,1,1,2,1,1,1,1,1,1,5,3,3,2,2,2,2,3,4,5,5,2,3,4,3,5,6,4,4,4,2,3,2,3,2,2,4,3,9
727223,2,2,2,3,5,5,5,5,5,2,2,3,3,7,7,7,7,7,7,7,75,75,25,50,100,75,50,1,1,1,1,1,1,1,1,1,1,5,4,5,2,3,4,5,4,6,6,6,6,6,6,6,6,7,6,6,6,2,3,3,3,3,2,2,1,1
727314,2,4,2,3,4,4,5,5,4,5,5,3,3,7,7,5,5,4,6,4,70,60,80,50,30,50,10,1,1,1,1,1,1,1,2,2,2,4,4,4,1,4,6,5,5,5,7,5,4,5,3,5,5,6,6,6,3,2,2,2,1,1,2,1,2,1
728153,1,3,2,2,3,4,4,5,3,2,2,2,3,7,7,6,4,7,3,5,75,25,50,25,0,50,50,1,1,1,2,1,1,1,2,2,2,3,5,5,3,3,3,3,2,7,7,7,5,6,4,3,3,6,5,3,3,2,2,2,2,4,1,3,5,8
728905,2,6,4,3,5,4,4,5,3,4,3,4,3,6,7,6,4,4,5,4,75,50,25,25,50,25,25,2,1,1,1,1,1,2,2,1,1,4,6,5,2,4,3,5,4,6,7,6,6,5,5,6,5,6,7,6,5,2,3,2,2,2,1,4,4,1
729625,2,2,3,3,4,4,4,4,3,4,3,2,3,7,6,5,2,4,4,4,25,40,25,50,100,100,10,2,1,1,1,1,1,1,1,1,1,5,2,1,1,2,1,1,1,7,7,7,5,6,6,4,2,5,7,3,3,2,3,2,2,4,2,4,4,1
729823,2,2,5,3,2,4,5,5,5,3,3,4,4,7,4,6,5,4,4,3,50,50,60,50,50,25,25,2,2,1,1,1,1,1,2,2,2,3,2,4,2,6,5,6,3,4,7,7,2,7,7,4,4,7,3,3,4,1,3,2,2,1,2,2,2,1
730848,2,3,3,2,4,3,4,5,1,2,3,2,3,4,4,4,4,4,4,6,75,75,75,75,75,75,50,1,1,1,1,1,1,1,2,1,2,6,4,4,4,4,4,4,4,4,5,6,6,4,4,5,5,6,6,5,5,2,2,2,2,2,2,2,8,1
731344,1,3,4,3,3,1,5,4,3,4,4,2,4,7,5,5,4,4,3,3,25,75,50,0,25,25,50,2,1,1,1,1,1,1,1,1,1,5,5,3,2,5,3,6,4,2,5,5,3,5,4,4,3,4,5,4,3,2,2,4,4,4,2,3,6,3
731748,1,5,6,2,4,4,5,5,4,2,2,4,2,7,7,7,4,6,6,5,75,75,50,25,0,100,0,1,1,1,1,1,1,1,1,1,1,3,7,6,2,6,7,6,7,7,6,7,7,6,6,7,7,7,7,7,7,2,2,2,2,1,1,3,8,3
731796,2,6,6,2,3,3,3,4,2,4,4,3,3,6,7,4,2,4,4,4,25,50,50,25,0,50,25,1,2,2,2,2,1,2,2,2,2,7,5,4,2,5,2,5,3,6,6,6,7,6,2,7,7,7,5,6,4,2,2,2,2,2,1,2,2,3
732072,2,2,3,2,5,4,5,4,2,4,5,2,2,7,5,2,2,4,7,1,20,70,50,10,0,10,0,2,1,1,2,1,1,1,1,1,1,7,2,2,1,7,3,6,3,6,7,3,7,7,7,2,1,2,1,1,2,2,5,3,3,4,2,3,5,4
732293,2,2,3,3,5,5,5,5,5,3,4,2,3,6,7,7,5,7,6,6,0,25,0,50,50,50,50,2,2,1,2,1,1,1,2,2,2,7,4,4,4,6,4,5,5,5,7,7,4,5,5,4,3,4,3,4,4,3,4,3,2,2,2,3,2,2
734274,2,2,2,3,4,3,5,5,4,3,3,3,3,6,6,4,3,4,4,4,50,50,50,50,50,50,25,2,2,2,1,2,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,2,1,4,1
735834,2,6,2,3,3,5,3,3,3,3,4,3,3,4,4,4,4,4,4,4,50,50,50,50,10,50,50,1,1,1,1,1,1,1,1,1,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,1,3,2,1
737469,2,3,4,3,5,5,5,5,3,4,4,4,3,7,7,7,7,7,5,4,100,50,100,50,50,50,50,1,1,1,1,1,1,1,1,1,1,6,6,7,3,5,6,5,4,6,6,5,6,6,6,7,7,7,5,6,6,2,3,2,2,1,1,5,5,1
737512,2,3,2,2,2,2,2,3,2,2,1,5,3,7,7,7,4,4,5,5,25,75,75,50,50,25,50,2,2,1,1,1,1,1,1,1,2,5,4,7,4,4,4,5,6,3,4,3,3,5,6,5,3,4,5,4,3,3,2,3,3,2,2,1,1,1
737781,2,2,4,3,5,4,5,5,4,4,4,3,4,7,7,6,5,7,5,6,40,60,0,50,50,50,0,2,2,2,1,1,1,1,2,2,2,5,4,4,4,4,4,4,4,5,6,4,3,4,3,5,7,7,3,3,4,2,4,2,2,1,2,5,6,3
737923,2,5,4,3,5,4,5,5,4,4,3,4,2,7,7,6,4,5,5,4,25,75,50,25,25,25,50,2,2,2,2,2,1,2,2,1,1,6,3,5,2,4,2,5,4,6,5,5,5,5,5,5,4,5,5,5,4,3,2,3,3,3,1,2,2,2
737934,1,5,2,3,5,4,1,5,2,2,3,3,3,6,7,7,5,7,6,6,85,90,80,75,70,65,65,2,2,1,1,2,1,1,1,1,1,4,3,3,1,5,2,2,4,6,6,6,5,4,5,6,5,6,6,5,5,2,2,2,3,4,2,3,2,3
738040,1,3,4,1,3,4,4,5,4,2,2,2,2,5,4,4,4,4,4,4,50,50,50,50,30,50,50,2,1,1,2,1,1,2,2,2,2,5,2,3,3,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,3,7,2
738223,2,2,3,2,2,2,2,2,3,3,3,3,3,7,7,7,6,6,6,6,50,50,50,50,50,50,50,2,2,1,1,2,1,1,2,2,2,6,5,3,3,4,2,5,2,6,7,4,4,2,2,4,3,4,4,4,4,3,3,2,2,3,2,4,11,1
738851,1,6,2,2,3,2,4,4,4,4,3,3,3,7,7,5,4,5,5,5,75,75,75,50,25,25,50,2,2,1,1,2,1,2,1,1,1,5,6,4,5,5,6,6,6,7,7,6,5,5,5,6,6,6,5,6,5,4,3,3,3,2,1,3,6,6
739127,2,2,3,4,4,4,4,4,4,3,3,3,3,6,5,5,4,5,5,5,50,75,25,50,50,50,50,2,2,1,1,1,1,1,1,1,1,3,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,3,5,5,2,2,2,2,2,2,4,4,2
739398,2,6,2,1,1,1,1,3,1,3,3,5,3,7,7,7,6,6,6,6,50,50,50,50,25,25,50,2,2,1,1,1,1,1,2,1,1,7,6,5,2,3,2,4,6,7,6,5,4,5,4,6,6,6,6,6,5,2,2,2,3,2,1,2,3,6
739615,1,2,3,2,3,3,3,4,4,3,3,3,3,7,6,4,4,5,4,5,25,75,75,50,50,50,25,2,1,1,1,1,1,1,2,1,1,7,7,7,3,6,4,7,4,5,5,4,5,4,4,6,5,5,5,6,5,3,3,3,3,1,2,4,5,2
740112,1,2,3,3,2,2,4,5,4,4,4,2,4,7,6,5,4,4,5,5,75,75,80,45,50,50,40,2,2,1,1,1,1,1,1,1,1,3,7,4,5,6,5,5,6,4,5,5,4,5,4,6,6,7,6,6,5,4,2,3,2,2,2,4,6,1
741601,1,4,2,1,1,1,4,4,1,5,5,2,4,5,5,6,5,6,5,7,75,25,50,25,0,50,50,2,2,2,2,2,2,2,2,2,2,7,4,4,4,4,1,1,1,7,7,7,1,4,7,7,7,7,7,4,7,5,1,3,3,4,2,1,1,1
741940,1,5,2,1,3,3,3,3,3,3,3,3,3,5,6,4,2,3,4,3,50,60,90,50,20,50,50,1,2,2,2,1,1,1,1,1,1,4,6,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,1,5,5,2
744091,1,2,3,3,3,2,4,3,3,3,2,3,2,5,3,5,3,5,3,4,80,80,58,68,59,70,20,2,2,1,2,1,1,1,2,1,1,4,4,4,5,2,4,4,3,4,4,3,4,3,4,4,3,4,3,4,3,3,2,3,2,3,2,3,5,8
744199,2,2,3,1,2,2,4,4,3,1,1,3,2,7,6,6,5,6,4,5,50,50,50,50,50,25,50,1,1,1,1,1,1,1,1,1,1,4,5,3,1,3,1,4,2,4,6,4,3,5,4,5,5,5,3,4,5,3,2,2,2,2,2,4,8,1
745222,1,2,2,1,1,1,4,4,4,2,2,2,4,2,5,2,5,5,6,6,50,70,80,50,20,80,30,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,3,2,3,1,2,6,1,4,4,1,6,1,5,6,2,4,4,4,4,4,2,5,2,1
