pid,BQ2,BQ3_n2,BQ4,B3,B5_1,B5_2,B5_3,B5_4,B5_5,E5_1,E5_2,E5_3,E5_4,I1_1,I1_2,I1_3,I1_4,I1_5,I1_6,I1_7,J1_1,J1_2,J1_3,J1_4,J1_5,J1_6,J1_7,J2_1,J2_2,J2_3,J2_4,J2_5,J2_6,J2_7,J2_8,J2_9,J2_10,K1,L1_1,L1_2,L1_3,L1_4,L1_5,L1_6,L1_7,M1_1,M1_2,M1_3,M1_4,M1_5,M1_6,M1_7,M1_8,M1_9,M1_10,M1_11,M1_12,M2_1,M2_2,M2_3,M2_4,M2_5,BQ7,BQ9,BQ12_1,BQ12_2
357510,1,6,2,1,4,4,4,4,3,2,2,3,3,6,5,5,4,5,5,4,40,60,50,50,50,50,30,2,1,1,2,1,1,1,2,2,1,5,6,5,5,3,3,5,3,5,5,5,3,4,4,5,4,5,4,5,4,2,3,2,2,2,1,4,4,3
357541,2,5,2,3,5,4,4,5,4,5,5,3,3,5,7,6,6,6,6,6,75,75,75,75,50,50,50,1,1,1,1,1,1,1,1,1,1,5,6,5,4,6,5,6,5,7,7,7,4,6,5,5,4,5,5,6,7,2,2,2,2,2,2,2,1,1
357676,1,5,2,1,1,1,1,4,1,4,3,4,3,6,6,6,6,6,5,5,75,50,75,75,50,50,50,1,1,1,1,1,1,1,2,2,2,2,6,6,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,1,2,1
361341,2,4,4,3,4,4,5,5,5,4,4,4,2,7,7,7,7,7,7,6,25,50,50,50,25,50,50,1,1,1,2,1,1,1,2,1,1,6,5,6,4,5,2,5,2,6,7,7,5,3,4,3,3,4,3,3,4,3,3,2,2,1,1,4,9,8
362315,1,2,2,1,4,3,4,5,1,4,5,4,4,7,7,4,4,6,4,4,25,50,75,50,50,50,50,2,2,2,1,2,1,1,1,1,1,4,7,4,7,7,4,7,4,5,5,5,6,5,3,5,6,6,5,6,5,5,2,3,3,2,2,4,5,1
362464,2,4,2,3,4,4,5,5,5,3,2,3,3,7,7,7,6,6,6,6,80,50,40,20,80,90,10,1,1,1,1,1,1,1,1,1,1,7,6,6,2,6,2,6,2,6,6,6,6,6,4,6,6,7,5,6,6,2,2,1,2,2,1,4,11,6
362497,2,6,2,1,3,3,3,5,4,3,3,3,2,6,7,5,4,5,5,5,25,75,60,40,0,40,40,2,1,1,1,1,1,1,1,1,1,4,5,6,2,5,5,7,6,5,4,4,6,3,4,5,5,7,4,6,5,4,1,1,4,2,1,2,5,8
362825,1,4,4,3,4,3,4,5,4,2,2,4,3,7,6,5,4,6,5,6,40,75,70,50,40,50,50,1,1,1,2,1,1,1,2,2,1,5,6,3,5,2,2,6,4,6,6,5,3,4,5,6,5,6,3,6,5,2,2,2,3,2,2,3,7,6
362841,1,5,2,1,1,1,1,1,1,2,2,3,3,7,7,6,3,5,5,5,80,50,60,50,50,20,30,1,1,1,1,1,1,1,2,1,1,4,6,4,2,2,2,3,2,3,6,6,3,4,4,5,5,5,5,5,5,1,1,2,2,1,1,3,9,3
365676,2,3,4,3,5,5,5,5,5,5,5,2,3,7,7,7,6,6,6,6,40,60,45,10,2,5,40,1,1,1,1,1,1,1,1,1,1,6,6,4,4,7,4,6,5,6,7,5,5,5,5,6,3,6,3,4,4,2,3,4,2,4,1,3,4,1
366079,2,2,4,3,2,3,3,2,3,3,3,3,3,7,6,6,4,5,4,4,25,50,25,25,50,50,25,1,2,1,1,1,1,1,1,1,2,5,4,4,3,5,3,4,4,4,5,3,4,4,4,4,4,4,3,5,4,3,3,3,3,3,2,5,8,2
366329,1,6,1,2,4,3,3,3,3,4,4,3,3,6,6,5,5,5,4,4,10,20,10,20,10,20,10,1,1,1,1,1,1,1,2,2,2,5,5,5,6,6,6,6,6,5,4,4,5,4,4,5,5,6,4,4,4,3,3,3,3,3,1,3,1,1
367315,1,5,2,3,3,3,4,3,3,3,3,3,3,5,6,5,6,5,5,5,90,90,90,90,90,90,50,1,1,1,1,1,1,1,1,1,1,4,4,4,4,3,4,4,3,4,4,5,4,5,4,4,4,5,4,4,4,3,3,3,3,2,1,4,8,4
368070,2,6,2,3,4,4,4,4,4,4,5,3,3,4,6,6,4,4,4,4,50,20,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,7,6,5,4,5,3,5,5,6,6,5,5,5,6,6,6,5,6,5,4,2,3,3,3,3,1,4,3,3
368376,2,4,4,3,3,3,3,4,4,4,3,2,2,5,4,4,4,4,4,4,50,25,25,25,25,25,25,2,1,1,1,1,1,2,2,1,1,4,5,5,4,5,3,5,5,5,5,5,3,4,3,4,4,5,4,4,4,2,2,3,2,2,1,4,3,2
368587,2,3,2,3,5,5,5,5,5,3,3,3,2,6,6,6,6,6,6,6,60,50,50,25,10,50,50,1,2,2,1,1,1,1,1,1,1,6,5,5,4,5,4,6,4,6,6,5,5,5,5,5,5,6,5,5,5,2,2,3,2,2,1,3,4,3
368869,2,3,4,2,4,4,5,5,4,3,4,3,4,4,6,6,7,6,6,7,50,60,10,20,60,80,70,1,1,1,1,1,1,1,1,1,1,5,6,5,6,6,6,5,6,6,6,7,7,7,6,6,6,6,6,6,7,4,5,5,4,5,1,3,2,4
369191,2,4,4,3,4,4,5,5,4,4,4,3,3,6,7,6,4,6,6,5,75,25,75,50,50,50,25,1,1,1,2,1,1,2,1,1,1,3,4,3,3,6,4,6,4,7,7,5,5,5,4,4,3,5,4,5,5,2,4,3,3,1,1,4,8,6
369941,1,4,4,2,4,3,2,5,2,2,1,4,3,7,7,7,6,6,7,6,50,77,77,66,50,7,50,1,2,2,2,1,1,1,1,1,1,7,2,4,1,1,1,1,1,5,5,5,1,5,5,5,5,7,3,5,5,4,2,4,2,1,1,4,8,6
370063,2,4,2,1,4,4,5,5,4,3,4,3,3,6,6,5,4,4,4,4,10,80,50,10,0,50,10,1,1,1,1,1,1,1,1,1,2,4,6,6,4,4,4,4,6,4,4,4,4,4,4,4,4,4,7,4,4,3,3,3,3,3,1,3,2,1
371472,1,6,2,2,4,4,4,5,4,5,5,4,4,6,6,6,5,6,6,6,50,50,50,30,20,30,40,2,2,1,1,1,1,1,2,1,1,5,7,6,5,5,3,5,4,6,5,4,4,4,4,6,5,5,5,5,5,2,2,3,2,2,1,2,4,5
371727,2,6,2,2,4,3,4,4,4,3,3,4,2,6,7,6,5,4,5,5,25,50,50,25,25,50,50,1,1,1,1,1,1,1,2,1,2,6,6,5,2,5,6,5,4,6,6,4,5,3,3,5,5,6,7,5,3,3,2,2,3,4,1,2,2,2
372669,2,3,4,2,3,3,4,3,3,3,2,4,3,4,3,4,4,4,3,4,50,25,0,25,0,0,0,1,1,1,1,1,1,1,1,1,1,5,4,3,4,4,3,4,3,4,3,4,4,4,4,4,4,3,3,4,3,3,3,3,2,3,1,3,9,1
373333,2,2,4,3,4,3,5,5,3,3,3,3,3,6,6,5,4,5,4,4,25,75,75,25,50,25,50,1,1,1,1,1,1,1,1,1,1,6,5,5,1,6,4,5,3,5,5,5,5,5,4,4,6,6,5,5,5,2,3,2,2,1,2,3,4,2
374623,1,4,4,3,4,4,5,5,2,4,4,3,3,7,7,6,4,5,4,4,50,50,50,20,10,30,20,2,1,1,2,2,1,2,2,2,2,5,5,4,1,5,3,5,3,3,6,6,6,6,6,6,5,5,6,5,3,2,3,3,3,2,1,5,5,3
375868,2,6,2,3,4,3,3,4,1,3,3,4,3,7,7,6,5,5,6,5,50,75,25,50,0,50,25,2,2,1,2,1,1,1,1,2,2,4,3,4,3,3,4,3,3,5,4,5,5,1,4,5,6,7,7,5,5,2,2,4,3,2,1,2,3,1
376248,2,3,4,2,3,3,4,5,3,2,2,3,2,7,6,6,6,6,6,5,50,50,50,50,50,50,50,1,1,1,1,1,1,1,2,1,2,4,4,4,4,4,4,4,4,5,5,5,3,4,4,4,4,4,4,4,4,3,3,3,3,2,2,3,4,2
376421,1,4,2,3,4,4,3,3,4,5,5,4,3,7,7,7,7,7,6,6,75,50,25,50,0,25,25,1,1,1,1,1,1,1,1,1,1,7,7,1,1,7,5,7,3,7,7,7,7,7,7,7,4,6,3,5,1,3,3,3,3,1,2,1,1,1
376611,1,5,4,3,4,4,4,5,4,4,2,4,2,7,4,7,6,5,4,5,20,80,80,40,40,30,50,1,1,1,1,1,1,1,1,1,1,6,7,1,2,2,1,1,1,7,7,5,4,4,5,6,5,5,4,5,5,2,2,2,2,1,1,1,5,1
377104,1,5,4,2,3,4,4,4,4,2,2,3,3,6,6,6,5,5,5,4,80,80,90,60,30,40,60,2,1,1,2,1,1,1,2,2,1,4,6,5,2,5,3,5,3,5,5,5,4,6,6,6,6,5,6,6,6,3,3,2,2,2,1,3,8,5
377480,1,3,2,1,1,2,4,5,2,2,1,3,3,7,7,7,4,7,4,4,25,75,50,75,25,50,25,1,1,1,2,1,1,1,1,1,2,5,7,1,1,3,1,3,2,7,7,7,2,1,1,7,4,7,1,1,1,2,1,2,2,1,2,1,1,1
377826,1,6,4,2,2,3,4,4,3,4,4,2,3,6,6,6,4,4,4,5,75,75,75,50,25,50,50,2,2,2,2,1,1,1,2,2,2,5,6,4,4,5,2,3,2,5,6,6,5,5,4,4,5,4,5,2,2,3,3,3,3,4,1,3,5,5
377957,1,5,4,3,4,4,4,4,3,1,1,5,2,7,7,7,7,6,7,7,80,80,100,70,50,80,60,1,1,1,1,1,1,1,1,1,1,2,7,3,2,5,2,5,2,6,6,6,5,6,4,6,5,6,4,4,4,3,3,2,2,2,2,2,3,1
377976,1,6,4,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,75,75,75,75,50,75,50,1,1,1,1,1,1,1,1,1,1,2,5,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,1,4,4,6
379005,2,6,2,3,4,4,3,4,4,5,5,3,3,6,7,4,4,4,6,3,50,50,50,50,40,50,60,2,2,2,2,2,2,2,2,2,2,2,6,2,4,5,6,6,7,4,6,7,6,6,4,4,4,4,7,6,6,5,5,5,5,3,1,4,2,6
379067,2,3,4,3,5,5,5,5,5,4,4,4,4,7,7,5,6,5,4,4,10,10,10,0,10,10,0,1,1,1,1,1,1,1,1,1,1,1,5,4,3,5,3,3,5,4,6,4,5,5,3,6,5,4,3,5,3,3,3,3,4,2,1,4,4,8
379345,1,3,3,3,4,4,3,4,4,2,2,3,3,7,7,6,3,4,3,3,50,50,50,45,45,40,40,1,1,1,2,2,1,2,1,1,2,5,2,3,2,2,2,2,2,4,5,4,3,3,4,3,3,3,3,3,3,3,2,3,3,3,2,4,3,4
380323,2,5,4,3,4,3,4,5,3,4,4,4,4,4,6,6,4,6,4,6,70,50,30,30,0,50,50,2,2,2,2,2,1,2,2,1,1,7,6,5,5,6,5,4,2,4,5,3,3,5,4,5,4,4,3,5,5,2,2,2,2,2,2,4,4,3
380392,2,6,2,3,4,4,3,4,3,4,3,3,3,5,6,4,4,5,4,5,80,80,70,60,50,50,60,1,1,1,1,1,1,1,1,1,1,5,6,3,4,5,5,6,5,5,6,6,6,6,4,6,4,5,7,5,5,4,2,2,2,2,1,2,4,6
380853,2,5,4,3,4,3,4,5,4,1,4,4,2,7,7,7,6,6,6,7,75,100,50,50,50,0,10,1,1,1,1,1,1,1,2,1,1,1,6,6,2,1,1,1,1,7,7,7,2,7,4,7,6,5,2,7,6,1,1,2,3,2,1,4,4,1
381066,2,3,4,3,4,5,5,5,4,3,2,2,3,6,6,6,5,7,6,5,50,50,50,50,40,50,40,2,1,1,1,1,1,2,2,2,2,5,4,2,1,3,1,2,3,2,7,6,5,5,4,6,6,6,3,4,3,2,3,2,2,2,1,3,5,6
381635,1,3,2,3,3,5,5,5,5,1,1,4,2,7,6,7,4,4,1,1,0,75,0,50,50,0,25,2,1,1,1,2,1,2,2,2,2,7,7,1,1,6,1,4,1,7,6,4,5,4,1,6,4,7,7,5,5,5,1,5,3,4,2,1,4,2
381685,2,5,6,3,4,3,4,5,2,1,1,4,3,6,6,6,4,5,4,6,45,80,50,50,50,25,50,2,2,1,1,1,1,1,1,1,1,3,5,5,2,3,2,5,2,5,6,4,3,6,5,6,6,7,3,6,5,2,2,1,3,1,1,3,9,6
382007,1,6,4,2,3,3,3,3,3,3,3,3,3,5,5,5,4,4,4,4,50,50,50,50,50,25,50,1,1,1,1,1,1,1,2,1,1,4,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,1,2,5,6
382009,2,6,4,3,4,4,4,5,4,3,3,4,3,6,6,6,3,4,5,6,25,75,50,25,0,50,50,2,1,1,1,1,1,1,1,1,1,5,6,3,2,3,2,5,4,5,6,5,3,2,2,5,4,5,3,5,4,2,2,2,2,2,1,2,4,6
382839,2,4,4,2,2,2,2,2,2,4,3,4,4,6,6,6,6,6,6,5,75,75,75,50,25,25,50,2,2,2,2,2,2,2,2,2,2,5,5,4,5,5,5,5,5,5,4,5,4,4,4,5,3,4,4,4,5,3,3,3,3,3,1,3,5,1
384419,1,4,4,3,4,4,4,4,4,3,3,3,3,6,6,6,4,4,5,5,50,50,50,50,25,50,50,2,2,2,2,2,1,1,2,2,2,6,5,3,2,5,6,6,4,5,6,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,1,3,5,2
385968,1,2,4,3,4,4,3,5,5,4,4,3,3,7,7,7,4,7,6,4,50,50,100,50,50,50,50,2,1,1,2,1,1,1,1,1,2,6,2,1,1,5,1,6,2,5,4,6,6,7,4,7,7,7,6,4,5,3,1,2,4,4,2,4,8,9
386231,1,2,3,3,4,3,5,5,4,4,5,3,1,7,7,5,2,5,3,2,50,70,30,10,5,10,40,1,1,1,1,1,1,1,1,1,1,2,6,3,4,6,4,5,4,4,6,5,5,5,5,6,3,5,5,5,3,4,2,3,4,1,2,5,4,4
387245,2,6,2,3,4,4,5,5,4,5,5,3,3,6,7,5,3,4,5,5,90,80,70,50,40,40,50,1,1,1,1,1,1,1,2,2,2,4,7,4,4,6,6,5,5,6,6,5,5,5,5,6,6,6,6,6,6,2,3,2,2,2,1,2,4,6
387255,2,5,2,3,4,4,5,5,5,4,4,2,3,6,6,7,3,4,4,5,50,75,50,25,25,50,50,2,2,1,1,1,1,1,1,2,2,5,5,4,5,6,2,4,4,6,5,5,6,4,4,5,4,4,5,5,5,3,2,2,3,2,1,4,4,6
387432,2,4,2,3,5,4,4,5,2,4,4,2,3,6,7,5,4,5,4,4,50,75,75,25,50,50,25,2,1,1,2,1,1,1,2,2,2,6,4,4,2,3,3,3,2,6,6,4,4,4,4,5,5,6,5,5,4,2,2,2,2,3,1,5,6,3
387671,2,4,2,1,1,1,1,3,1,2,2,2,2,5,5,4,4,4,4,5,25,25,50,50,50,50,50,2,2,2,2,2,2,2,2,2,2,4,6,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,1,4,5,1
387798,2,3,2,3,4,4,2,4,2,2,3,2,2,7,7,6,5,5,6,6,50,50,50,50,50,50,50,1,1,1,1,1,1,1,1,1,1,4,2,5,4,6,5,5,5,5,6,5,5,4,4,4,4,5,4,4,4,2,2,2,2,2,2,4,7,1
388054,1,5,2,3,5,4,4,5,3,4,4,4,3,7,7,7,4,5,4,6,75,50,75,50,25,50,50,1,1,1,1,1,1,1,2,2,2,5,1,2,5,3,2,5,3,4,5,5,3,4,4,5,5,7,7,6,5,1,1,2,2,2,2,4,2,1
388065,1,2,4,2,4,4,4,4,3,2,2,2,2,5,6,5,4,5,4,5,75,75,75,75,50,50,50,2,2,2,2,1,1,1,1,1,1,3,5,5,4,4,4,4,3,5,5,5,4,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2
388510,2,4,2,4,5,5,5,5,5,2,3,2,3,7,7,7,7,7,7,7,50,60,50,50,50,50,50,2,2,2,1,1,1,2,2,1,1,5,5,4,4,4,4,5,5,6,5,5,5,5,4,5,5,5,4,5,4,2,2,2,3,2,1,4,6,8
389350,2,4,4,3,4,4,3,4,4,2,2,4,3,7,7,7,5,7,6,6,50,50,50,50,0,30,50,1,1,1,1,1,1,1,1,1,1,5,5,4,3,7,5,7,6,5,6,6,6,5,5,6,5,6,5,5,4,2,2,2,2,2,1,4,4,6
389856,1,3,4,4,5,5,5,5,5,5,5,5,2,7,7,7,1,1,1,1,0,50,20,0,0,0,0,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,2,2,4,2,2,4,2,1
390348,1,5,2,1,2,1,1,1,1,3,5,5,3,7,7,7,7,1,7,7,100,0,25,0,50,0,25,1,1,1,1,1,1,1,1,1,1,7,7,1,7,7,1,7,6,7,7,6,1,7,1,7,7,7,7,6,7,2,1,3,1,1,1,2,1,1
391296,2,4,3,3,4,4,5,5,4,3,4,3,3,6,7,5,4,3,4,4,75,50,50,25,25,50,50,1,1,1,1,2,1,2,1,1,1,5,3,4,2,3,2,3,2,6,6,4,4,4,3,5,4,4,3,4,3,3,2,3,3,3,2,1,2,1
394251,2,6,4,1,3,3,4,5,3,3,4,1,3,7,7,7,5,7,5,6,30,50,20,10,10,10,30,1,1,1,1,1,1,1,1,1,1,5,5,5,3,3,2,4,3,6,6,6,4,5,5,5,4,6,5,6,5,3,2,2,3,3,1,2,6,4
394669,1,3,2,2,3,3,3,3,3,3,3,3,3,5,4,5,4,5,4,5,10,45,5,10,10,10,10,2,2,2,1,1,1,1,1,2,1,4,4,4,5,4,4,5,3,4,4,4,4,5,6,4,4,5,4,4,4,2,3,4,3,3,2,3,3,1
394940,1,6,4,3,2,3,4,4,3,4,4,4,3,5,5,4,4,4,4,4,60,60,60,40,0,30,10,2,2,2,1,2,1,1,2,1,1,5,6,5,4,4,4,6,4,6,5,5,6,4,5,4,4,4,5,4,4,2,2,3,3,2,1,3,6,4
395017,2,4,2,2,4,3,3,4,4,2,1,3,3,7,7,7,4,5,4,4,50,50,25,50,50,50,25,2,2,2,2,2,1,1,2,1,1,5,4,5,3,6,4,5,5,2,6,4,4,4,3,4,2,4,5,4,4,3,2,3,3,1,2,3,2,2
396238,1,4,4,3,4,3,5,5,5,4,5,5,1,7,5,6,4,4,3,6,75,75,50,50,0,50,50,1,1,1,1,1,1,1,1,1,1,3,7,7,7,4,4,5,4,7,6,4,4,4,4,5,5,5,4,4,4,3,3,4,5,4,1,1,4,1
396382,1,6,4,3,2,2,3,4,4,1,1,5,3,7,7,6,5,5,5,5,25,50,75,25,0,25,0,2,2,2,1,2,2,2,2,1,1,4,7,7,7,7,5,7,7,6,6,5,7,6,7,7,5,6,5,6,5,2,1,3,4,2,1,3,5,4
397192,1,4,4,2,4,4,4,4,4,2,2,4,2,7,7,7,4,6,6,6,75,75,50,50,50,25,50,1,1,1,1,1,1,1,1,1,1,6,4,6,3,3,6,6,5,6,7,6,5,6,6,6,5,7,7,4,5,2,2,2,2,2,1,4,4,1
398348,1,5,4,2,2,2,2,3,2,2,2,4,3,7,6,6,4,7,5,7,50,60,60,60,50,40,50,1,1,1,1,1,1,1,1,1,1,4,5,3,1,2,2,4,1,7,6,6,5,5,4,7,5,4,4,4,4,2,1,2,3,2,1,4,8,5
398933,1,6,1,3,4,3,3,4,3,3,3,3,3,7,7,6,4,4,5,5,75,75,70,70,40,50,40,1,2,1,1,1,1,1,2,2,2,4,7,6,2,4,4,6,5,6,6,6,5,6,5,6,6,6,5,6,5,2,2,2,3,1,1,3,3,3
399013,2,6,6,2,5,4,4,4,4,4,4,4,4,7,7,7,6,6,6,6,75,50,50,25,0,25,25,1,1,1,2,1,1,1,2,2,2,7,1,7,1,5,5,6,5,6,6,6,5,6,5,5,5,6,6,6,6,2,2,2,2,1,2,1,3,6
399087,1,4,2,3,5,4,5,5,4,5,3,3,3,4,4,5,5,5,5,6,50,50,50,20,10,30,40,2,2,2,2,2,2,1,2,2,2,5,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,2,2,3,1,2,2,2,3,1
399400,1,5,4,2,4,4,4,4,4,3,3,1,2,6,7,7,6,6,6,6,25,75,75,50,50,25,50,2,2,2,1,2,2,2,2,1,1,6,6,6,2,2,1,1,6,6,6,6,3,5,5,7,4,4,4,4,5,2,1,2,2,1,1,3,4,4
400339,2,4,2,5,4,5,2,4,4,2,1,3,3,4,5,5,4,4,4,5,50,50,25,25,0,25,0,1,1,1,1,1,1,1,2,1,1,4,4,5,5,5,3,4,3,5,4,4,5,4,3,5,4,4,4,3,4,3,4,3,3,3,1,3,5,2
400643,1,3,6,3,4,3,2,5,4,3,1,2,2,6,4,5,3,4,4,6,40,40,50,20,0,10,10,2,2,2,2,2,1,1,2,2,2,5,3,2,6,4,5,5,2,6,3,4,4,5,3,7,6,4,5,5,2,4,3,5,2,2,2,3,8,2
400999,2,3,4,3,4,4,5,5,4,3,4,3,3,6,6,6,4,6,6,5,75,75,75,50,25,50,50,1,1,1,1,1,1,1,2,2,2,4,5,4,4,4,4,4,4,5,5,5,6,5,4,4,4,5,6,5,4,2,4,2,2,2,1,4,8,2
401184,2,3,4,3,4,4,4,4,2,3,2,3,4,7,7,7,4,4,4,4,70,80,80,60,10,10,20,1,1,1,1,1,1,1,1,1,1,5,6,6,2,5,2,4,5,5,6,5,4,5,5,5,5,4,5,5,5,2,3,3,3,1,2,2,5,1
401668,2,4,4,2,4,4,5,5,3,4,4,1,4,6,7,6,4,6,5,6,25,75,50,25,50,50,25,1,2,1,1,1,1,1,1,1,2,6,6,4,5,5,5,6,6,4,6,4,6,5,5,4,3,4,4,5,5,2,2,2,2,4,2,2,3,3
403951,2,6,4,3,4,5,4,5,4,2,2,3,3,6,6,5,4,4,4,6,80,70,70,60,20,50,50,1,1,1,1,1,2,1,1,1,2,5,6,4,2,5,3,5,5,5,5,5,6,6,3,5,5,7,5,5,5,2,2,2,2,2,1,2,4,8
403963,2,3,4,2,3,2,4,4,3,2,3,2,4,5,5,5,5,5,5,5,50,50,50,50,50,50,50,2,2,1,1,1,1,1,1,1,1,5,5,5,3,6,5,5,3,3,3,3,3,2,2,4,5,6,3,3,3,2,2,2,2,2,1,3,5,4
404190,2,6,2,3,1,2,1,1,1,2,1,3,3,4,5,5,2,4,4,4,25,75,75,50,50,25,50,1,1,1,1,1,2,2,2,2,2,5,6,2,3,5,3,2,2,6,6,4,5,4,3,6,6,6,6,6,4,4,3,3,4,4,1,2,4,4
404228,1,3,4,3,4,5,4,5,3,2,3,3,3,7,6,6,4,5,4,5,50,75,50,25,0,50,25,1,1,1,1,1,1,1,2,2,2,5,5,4,4,5,4,6,3,4,5,5,5,5,4,6,5,5,4,5,4,2,3,3,2,2,2,1,4,4
404306,2,4,2,3,5,4,5,5,3,3,5,3,3,5,7,5,4,6,5,5,75,100,100,75,50,50,50,1,1,1,1,1,1,1,1,1,1,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,1,4,7,5
404509,2,3,4,3,4,4,4,5,4,4,4,2,4,3,6,5,4,4,4,4,25,50,50,25,50,50,25,2,2,1,1,1,1,1,1,1,1,6,3,4,2,5,3,5,3,3,4,4,4,5,4,5,4,4,3,4,4,2,3,2,2,2,1,3,4,1
405414,1,6,2,3,4,4,4,4,3,4,4,3,3,6,6,6,6,5,5,5,75,75,75,50,0,25,0,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,5,4,4,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,3,2
405735,1,5,2,3,4,4,2,5,4,3,2,3,3,7,7,6,4,7,7,6,75,50,75,50,75,50,50,2,2,2,2,2,2,2,2,2,2,3,7,3,4,7,6,7,4,5,4,6,5,4,6,5,4,5,6,5,5,2,2,2,2,2,2,1,3,2
406103,2,5,2,1,4,2,2,4,3,3,3,5,3,7,7,7,3,5,6,5,80,90,80,70,10,50,20,1,1,1,1,2,1,2,2,1,1,5,5,5,1,5,7,4,5,7,7,4,4,4,4,6,4,4,6,6,5,3,1,2,2,2,1,4,4,3
408068,2,2,2,3,4,4,4,4,4,3,4,2,3,7,7,5,5,5,5,5,50,50,50,25,50,25,25,2,2,2,2,1,1,1,1,1,1,6,4,4,4,4,4,4,4,5,5,5,4,4,4,4,5,5,4,4,3,3,3,3,3,2,2,5,7,1
408230,2,6,2,2,3,3,2,2,3,5,5,4,3,7,7,6,4,5,5,4,50,70,50,30,0,50,50,1,1,1,1,1,1,1,1,1,1,5,5,3,4,4,5,5,3,5,5,5,5,5,4,5,5,5,6,4,4,2,3,3,2,2,1,4,8,8
412349,1,5,4,3,4,3,3,4,3,2,2,4,4,5,6,6,5,5,6,7,80,80,80,40,0,30,40,1,1,1,1,1,1,1,1,1,1,3,7,4,6,6,6,6,6,6,6,6,4,5,5,6,6,7,7,6,6,2,2,2,2,1,1,5,8,2
412429,1,4,4,3,5,4,5,5,4,2,3,2,3,6,5,6,4,3,5,4,75,75,50,50,25,50,50,2,2,1,2,1,1,1,2,2,2,6,4,5,5,7,5,6,7,6,7,7,6,6,6,6,6,7,7,4,4,2,3,4,3,2,1,3,3,3
413597,2,4,4,3,3,3,3,4,2,3,4,3,2,7,6,7,7,7,5,7,50,75,80,70,50,50,20,1,1,1,1,1,1,1,1,1,1,3,6,4,3,6,7,7,3,6,6,5,1,5,4,6,6,7,6,6,6,3,1,2,2,1,2,2,4,1
414040,1,6,4,3,5,5,5,5,4,3,5,5,3,7,6,6,4,5,3,4,50,40,50,50,25,50,40,1,1,1,1,1,1,1,1,1,1,5,6,3,5,6,6,6,4,6,6,5,7,6,6,6,5,5,5,5,5,3,3,3,3,2,1,2,1,6
414113,1,6,2,3,5,4,5,5,3,4,4,3,2,6,6,6,4,5,5,4,50,25,25,25,25,25,50,1,1,1,2,1,2,1,2,2,2,3,6,3,5,6,6,7,4,6,5,4,6,6,5,6,5,6,5,6,5,2,3,3,2,3,1,2,4,5
415438,1,6,4,4,4,4,4,4,4,1,1,5,2,6,6,6,6,6,6,6,75,75,75,75,25,50,25,1,2,1,2,1,1,1,2,2,1,2,6,5,3,4,2,4,5,2,6,2,5,5,6,6,6,6,6,6,6,2,2,2,2,2,1,2,1,3
419443,1,4,4,3,4,4,5,4,3,4,4,3,3,7,7,5,4,5,5,5,45,60,65,30,0,50,45,1,2,2,2,1,1,2,2,2,2,5,5,5,2,4,4,5,3,5,4,5,2,5,6,5,5,5,6,6,5,3,3,2,2,1,2,3,3,3
419455,1,4,2,3,2,2,2,3,2,3,4,4,3,7,6,6,4,4,3,4,20,50,10,5,5,6,4,1,1,1,2,2,2,2,2,2,2,6,6,6,3,3,2,6,6,4,6,5,6,4,4,6,6,6,6,4,4,3,3,2,2,3,2,1,1,1
420121,1,6,2,2,3,4,4,3,3,5,5,3,3,2,4,5,5,3,2,3,60,60,90,50,0,0,0,2,2,2,2,2,2,2,2,2,2,5,5,2,4,5,3,4,3,4,6,4,4,4,4,4,4,5,4,4,5,3,2,3,2,1,1,3,3,4
420733,1,6,2,2,2,3,3,2,3,4,4,3,4,5,5,4,3,4,4,4,50,30,30,50,50,30,30,1,1,2,2,1,2,2,2,2,2,4,6,4,4,5,6,5,5,4,5,4,5,4,4,4,4,5,4,4,3,2,2,2,2,1,1,2,3,1
421642,2,3,4,3,4,5,3,5,4,4,3,4,2,7,6,7,5,6,5,4,50,50,50,50,50,40,50,1,2,1,1,1,1,1,1,1,1,2,5,2,1,5,1,2,1,7,7,7,6,7,6,6,5,6,1,6,3,1,1,1,1,1,2,3,6,5
426869,1,3,6,2,4,4,4,4,4,2,2,3,3,6,6,5,5,5,5,5,50,50,50,50,50,50,50,1,1,1,1,1,1,1,2,2,2,5,5,4,4,4,3,4,4,4,5,4,3,4,4,5,4,3,4,4,3,3,4,3,2,3,1,3,7,4
