pid,BQ1,BQ2,BQ3,BQ3_n2,BQ4,BQ8,A001,B1,B2,B3,B4,B5_1,B5_2,B5_3,B5_4,B5_5,B7_1,B7_2,B8_1,B8_2,D1_1,D1_2,D1_3,D1_4,D2_1,D2_2,D2_3,D2_4,D2_5,D2_6,D3,D4,D5_1,D5_2,D5_3,D5_4,E3_1,E3_2,E3_3,E3_4,E3_5,E3_6,E3_7,E3_8,E3_9,E3_10,E3_11,E3_12,E3_13,E3_14,E3_15,E3_16,E4_1,E4_2,E4_3,E4_4,E4_5,E5_1,E5_2,E5_3,E5_4,F1,F2,G2_1,G2_2,G2_3,G2_4,G2_5,G2_6,G3_1,G3_2,G3_3,G3_4,G3_5,G3_6,G3_7,G3_8,H1_1,H1_2,H1_3,H1_4,H1_5,H1_6,H1_7,H5_1,H5_2,H5_3,H5_4,H5_5,H5_6,H5_7,H6_1,H6_2,H7,H8,H9,H9_1,I1_1,I1_2,I1_3,I1_4,I1_5,I1_6,I1_7,I2_1,I2_2,I2_3,I2_4,I2_5,J1_1,J1_2,J1_3,J1_4,J1_5,J1_6,J1_7,J2_1,J2_2,J2_3,J2_4,J2_5,J2_6,J2_7,J2_8,J2_9,J2_10,K1,L1_1,L1_2,L1_3,L1_4,L1_5,L1_6,L1_7,M1_1,M1_2,M1_3,M1_4,M1_5,M1_6,M1_7,M1_8,M1_9,M1_10,M1_11,M1_12,M2_1,M2_2,M2_3,M2_4,M2_5,BQ5,BQ5_1,BQ5_2,BQ5_3,BQ6,BQ7,BQ7_1,BQ7_2,BQ9,BQ9_1,BQ12_1,BQ12_2,BQ12_3,BQ13,BQ14,BQ14_1,BQ15_1,BQ15_2,BQ15_3,BQ15_4,BQ16_1,BQ16_2,BQ16_3,BQ16_4
430017,8,1,29,2,3,5,2,1,4,3,3,4,4,5,5,4,1,2,4,4,4,4,4,2,4,4,4,2,2, ,3,2,1,1,2,3,2,2,2,1,5,4,5,5,2,4,3,3,3,3,3,4,9,4,4,9,2,3,4,4,5,6,3,9,3,2,1,9,4,1,2,3,2,1,3,9,2,1,2,4,9,2,1,3,2,1,2,1,3,2,4,2,1,2,3,3,2,7,7,6,4,4,4,4,3,2,5,5,4,25,25,0,50,0,25,50,1,2,2,1,2,1,2,2,2,2,6,6,4,2,3,3,6,2,7,6,4,3,2,5,6,4,4,1,5,4,4,2,2,3,1,5,1,1,1,1,2, , ,4, ,5,1,4,5,98,1,2,1,2,2,9,2,3,2
430512,11,1,37,3,2,5,9,9,9,1,3,1,1,1,1,1,3,4,1,3,3,4,4,4,3,4,4,2,4, ,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,3,4,4,5,3,4,5,3,4,1,4,1,4,3,5,5,5,5,5,5,5,5,1,1,3,5,3,1,5,3,3,3,3,3,3,3,1,1,2,2,4,3,1,7,4,4,4,4,3,5,5,5,5,5,0,50,80,0,0,0,0,2,2,2,2,2,2,2,2,2,2,7,7,7,5,5,4,7,1,5,6,6,1,1,4,7,7,7,7,7,4,2,5,4,2,1,4,1,1,1,1,2, , ,1,20,3,1,5,5,98,98,9,9,9,9,2,4,2,2
431240,6,2,57,5,2,5,2,9,4,2,4,4,4,4,4,4,3,9,2,9,3,3,3,2,2,2,2,2,3, ,2,2,2,2,2,2,3,3,3,3,3,9,9,9,3,5,3,2,9,3,9,3,2,2,2,2,2,3,3,3,3,8,3,2,4,2,4,2,4,9,3,2,4,3,2,4,9,3,4,9,9,4,9,4,3,2,3,9,3,9,1,3,3,1,2,9, ,4,7,6,6,6,4,4,2,3,3,3,3,50,75,50,25,25,50,50,2,2,1,1,1,1,1,1,2,2,6,6,4,5,7,6,7,2,6,6,5,3,5,5,4,4,5,5,5,4,4,3,3,4,3,8, , , ,2,1,2,2,4, ,7,1,4,3,98,98,9,2,2,9,3,2,3,3
433846,5,1,51,5,4,5,2,2,4,3,4,4,4,3,5,4,2,3,3,4,4,4,3,2,2,2,2,3,1, ,2,3,2,1,3,2,2,2,2,1,5,2,5,5,2,5,5,2,2,3,2,2,2,2,4,2,2,3,2,4,3,6,3,2,4,2,3,2,2,3,2,2,5,3,4,4,2,4,4,2,3,3,2,4,2,2,2,3,2,2,2,2,1,9,2,2, ,7,4,6,4,5,5,4,3,2,5,3,3,80,90,50,10,20,40,50,1,1,1,1,1,1,1,1,1,1,5,6,6,4,5,7,6,6,6,7,7,5,6,6,6,6,5,7,5,4,4,3,3,3,2,5,1,1,1,2,1,2,1,5, ,8,5,3,2,1, ,2,2,2,2,3,3,2,2
434972,1,1,56,5,6,1,1,1,3,3,4,5,5,5,5,1,2,3,3,4,4,4,4,3,3,3,4,4,3,3,2,2,2,2,2,2,1,1,1,1,5,3,5,5,2,3,2,1,1,2,3,2,1,3,3,2,2,2,2,3,4,5,3,9,3,2,3,2,9,2,1,3,5,2,3,2,2,2,3,4,3,3,2,3,1,1,1,2,3,2,1,2,2,9,9,2, ,7,7,6,6,7,6,6,2,2,4,3,4,25,50,50,75,50,10,10,1,1,2,2,1,1,1,1,1,2,5,4,6,5,5,4,6,5,5,6,5,6,6,5,6,5,6,6,6,6,2,2,2,2,2,7,3, , ,2,1,2,2,2, ,8,2,4,1,1, ,2,2,2,2,2,3,2,2
435040,8,1,38,3,4,2,3,2,4,3,4,3,2,3,4,3,3,4,2,3,4,3,4,1,2,3,2,3,1,1,2,2,2,1,2,2,3,3,4,3,5,4,4,5,2,5,3,1,2,3,3,2,9,4,3,2,3,4,4,3,4,5,3,2,3,2,2,2,3,4,2,2,4,3,3,2,3,3,2,3,4,3,3,4,3,4,3,3,4,3,2,1,1,2,3,4,1,6,5,6,4,4,4,5,4,4,5,3,5,75,75,75,60,25,50,50,1,1,1,2,1,1,2,1,1,1,3,4,4,3,5,3,4,2,6,4,4,6,5,5,6,4,5,6,5,4,4,2,3,4,2,5,1,1,1,2,1,2,1,3, ,5,4,4,7,2, ,2,2,2,2,3,3,3,2
435447,3,2,58,5,2,2,4,4,5,4,4,5,5,5,5,5,1,1,1,3,4,4,4,3,4,4,4,4,4,4,1,1,1,1,1,2,1,5,1,1,2,5,1,1,1,1,1,1,1,3,3,1,1,2,2,2,2,5,5,5,5,7,1,1,2,2,2,2,2,2,2,1,2,2,2,1,3,1,1,2,5,5,5,5,2,3,2,4,4,4,1,1,3,2,3,4,1,7,7,7,6,7,5,1,5,5,1,2,1,100,24,100,0,0,0,25,1,1,1,1,1,1,1,1,1,1,2,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,1,1,3,3,1,8, , , ,2,1,2,2,3, ,7,8,3,7,98,2,2,2,2,2,2,2,1,1
435494,8,2,28,2,4,5,2,2,4,2,3,4,4,4,4,3,2,2,2,2,4,4,4,2,4,4,4,4,4, ,2,2,2,2,2,2,2,3,3,2,3,3,3,3,2,5,3,3,3,3,3,3,2,3,3,3,2,3,3,3,4,4,3,2,2,2,2,2,3,2,2,2,2,2,3,3,3,2,2,3,4,4,3,2,3,2,1,2,2,2,2,1,2,2,3,3,3,6,5,6,6,6,5,5,3,3,4,3,4,50,50,50,30,0,50,40,1,1,1,2,1,1,1,2,2,2,5,5,4,4,5,3,5,3,5,5,4,5,4,3,5,3,4,4,4,4,3,4,3,3,2,5,1,1,1,1,2, , ,4, ,3,2,4,5,98,1,2,1,2,2,2,2,3,2
436084,2,1,35,3,4,3,3,3,3,3,4,3,4,4,4,3,2,4,2,3,4,4,3,4,4,4,3,4,3,4,2,2,2,3,2,2,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,4,3,3,3,5,2,2,2,4,2,4,2,3,3,3,4,4,3,4,3,3,4,4,4,4,3,3,3,2,2,3,3,3,3,3,9,2,3,4,3,4,4,4,4,4,4,4,3,3,3,3,4,50,50,60,50,30,20,20,2,2,2,2,1,2,2,1,1,2,4,4,4,4,5,5,4,4,4,5,5,4,4,5,5,4,4,4,5,5,3,3,4,3,3,4,3, , ,2,1,1,2,3, ,6,2,4,5,98,98,2,9,9,9,3,3,4,3
436132,12,2,67,6,4,1,2,2,4,4,4,5,5,5,5,5,2,3,1,1,4,4,4,4,4,4,4,4,4,4,1,1,1,1,2,1,3,3,3,1,4,4,4,3,2,3,3,1,1,2,4,2,2,2,3,3,2,5,5,5,2,5,2,2,3,2,2,2,4,2,2,2,4,3,3,2,4,5,3,3,3,3,4,4,2,4,3,4,4,3,1,1,3,9,2,3,1,7,7,7,4,6,6,4,3,3,3,3,3,90,70,50,50,20,40,40,2,2,2,1,1,1,1,1,1,1,4,1,1,1,3,3,2,1,7,7,6,7,6,5,7,5,5,6,6,6,2,2,2,2,1,1,4, , ,2,1,2,2,2, ,7,8,3,5,98,2,3,2,3,2,2,2,2,2
436189,8,2,27,2,4,5,2,2,3,3,4,5,4,5,5,1,2,3,3,3,4,4,4,2,3,3,3,3,3, ,1,1,1,1,1,1,2,2,2,2,4,2,5,4,1,5,5,3,3,3,3,2,2,4,4,3,2,4,2,4,3,3,2,3,2,2,2,3,4,3,2,2,4,4,5,2,3,4,4,4,4,4,4,4,3,3,2,9,9,9,9,1,3,2,2,4,3,7,7,7,6,7,5,5,2,2,5,5,5,25,50,55,50,50,50,40,2,1,1,1,1,1,1,1,1,2,2,3,5,1,6,1,6,4,6,6,5,3,5,4,4,5,6,5,7,6,1,1,2,2,1,7,1,3,2,1,2, , ,4, ,2,1,5,2,1, ,2,2,2,2,2,2,2,2
436697,1,2,78,6,1,5,1,1,3,2,2,3,3,4,3,3,2,3,3,3,4,4,4,4,2,1,1,2,2, ,3,3,2,2,2,1,1,1,2,1,4,2,5,4,2,5,5,1,3,3,3,2,1,2,3,2,1,2,1,2,2,8,3,1,4,1,4,1,1,1,2,2,3,2,3,3,1,3,2,5,1,5,2,2,2,3,3,3,3,3,3,2,2,9,2,2, ,7,6,6,4,5,4,5,3,3,5,3,4,50,30,0,0,0,20,0,1,1,1,1,1,1,1,1,1,1,5,6,5,5,5,5,5,6,5,5,4,4,4,4,4,6,5,6,6,5,2,3,3,3,3,8, , , ,3,1,2,2,2, ,1,1,5,0,1, ,9,9,9,9,2,2,3,2
440461,1,2,50,5,4,2,2,9,3,3,4,5,3,5,5,3,3,4,2,2,4,4,4,4,3,3,4,3,2,1,2,2,2,2,2,2,2,3,3,2,4,3,4,4,2,2,4,3,3,3,3,2,2,9,3,9,2,3,4,3,4,6,4,9,4,9,3,9,3,9,3,2,9,9,9,9,9,2,3,3,9,9,2,4,3,9,2,2,9,2,9,1,2,9,3,3,1,4,4,5,4,5,5,5,3,3,4,3,3,50,75,50,25,0,50,0,1,2,2,2,2,2,2,2,2,2,7,7,5,3,4,3,4,5,5,6,6,5,4,4,5,5,5,6,5,6,2,2,2,2,2,7,1,1,1,2,1,2,1,4, ,7,8,3,99,98,1,2,2,2,2,3,9,3,2
441465,7,2,32,3,4,5,2,1,3,2,4,4,4,4,4,4,2,2,1,1,4,4,4,4,2,1,2,2,1, ,4,2,2,1,1,2,3,3,3,3,3,3,5,5,1,4,2,1,2,4,5,4,2,3,2,2,4,3,2,4,3,7,3,3,4,2,3,3,4,4,2,3,4,3,3,2,4,3,2,4,4,2,3,5,3,2,4,4,3,4,4,2,3,2,9,3,3,4,3,5,5,3,4,6,4,3,3,5,4,60,40,50,20,0,20,0,2,2,2,2,2,1,1,1,1,2,5,4,3,6,6,5,3,2,5,4,6,6,4,3,5,3,3,5,4,3,2,3,3,4,3,8, , , ,2,1,1,2,3, ,3,3,4,5,1, ,2,2,2,2,3,2,9,4
442963,1,1,22,2,2,5,9,2,2,2,4,4,3,2,4,2,3,4,2,3,4,3,3,2,2,2,2,2,3, ,3,3,2,2,2,2,2,3,3,2,3,3,3,3,1,4,3,3,3,3,3,2,2,3,3,3,2,4,4,2,2,3,2,3,2,3,2,3,4,3,3,2,4,4,2,2,3,2,4,3,3,4,2,4,3,3,3,2,2,2,3,2,3,9,4,3,3,5,5,4,3,4,4,3,3,4,2,4,4,75,50,75,25,40,50,50,2,2,1,1,2,1,2,2,2,2,5,3,3,3,3,3,3,3,5,5,4,5,5,5,5,5,5,5,5,4,4,2,4,4,2,11, , , ,1,2, , ,3, ,3,1,4,5,98,98,9,9,9,9,9,9,9,9
443222,2,1,25,2,3,4,3,3,2,2,3,1,2,2,2,2,3,3,2,3,1,1,4,1,2,2,2,2,2,2,4,4,3,2,2,2,3,5,5,4,5,5,5,3,2,5,4,3,3,3,3,3,3,3,2,3,3,4,4,3,3,6,3,2,3,3,3,3,3,2,3,1,4,3,2,2,4,2,2,2,4,2,1,2,4,4,4,4,4,4,4,2,3,2,3,2, ,3,3,3,4,5,3,3,4,2,3,4,3,50,50,60,50,40,50,30,1,1,1,1,1,1,1,1,1,1,5,4,2,6,4,4,4,6,6,3,6,2,4,6,3,4,4,6,2,3,4,2,3,4,4,9, , , ,1,2, , ,4, ,4,2,4,5,98,98,2,2,2,2,2,3,2,3
445409,2,2,30,3,4,5,2,1,3,1,4,2,2,4,4,3,1,1,4,3,4,4,4,3,3,2,3,4,2, ,2,2,2,2,2,2,1,2,2,1,3,3,5,5,1,2,2,3,3,3,4,2,1,3,4,2,2,4,3,3,4,4,3,2,3,2,3,2,2,1,2,2,4,1,9,2,1,1,2,4,2,3,2,2,2,1,1,1,1,2,2,3,1,2,3,3,3,6,6,7,4,5,4,5,3,4,4,4,4,25,50,50,50,25,25,25,2,1,1,2,1,1,1,2,1,1,6,6,3,1,6,3,7,2,2,6,4,1,5,2,4,4,5,3,4,4,2,2,2,2,1,5,1,1,1,1,2, , ,3, ,7,2,3,3,98,1,2,2,2,3,2,2,2,2
445572,13,1,50,5,2,1,1,1,3,3,3,4,4,3,3,4,2,2,3,4,4,3,4,4,3,4,3,3,4,4,2,2,2,2,2,2,1,1,1,1,5,1,5,5,1,4,2,1,2,2,3,2,1,2,4,2,2,4,4,4,4,8,2,2,3,2,2,2,3,1,1,2,4,1,1,1,1,1,1,4,1,1,2,2,1,2,1,2,1,1,1,2,3,1,3,2, ,7,7,7,7,5,7,7,2,2,3,3,3,70,80,90,80,50,70,60,1,1,1,1,1,1,1,1,1,1,5,7,6,4,6,5,6,4,6,6,6,4,5,5,7,7,7,7,7,7,3,3,2,1,2,4,1,1,1,1,2, , ,1,25,4,2,5,5,1, ,3,3,3,3,2,3,2,2
445653,8,2,38,3,4,3,2,2,3,2,3,4,4,5,5,3,2,3,1,3,4,3,4,4,4,4,4,4,3,4,1,1,1,2,2,2,3,2,2,1,3,3,5,4,1,5,4,3,3,3,3,3,2,4,3,2,2,4,4,3,3,7,2,2,3,2,3,3,3,4,1,2,3,2,4,2,4,3,3,3,3,4,4,5,3,4,4,3,3,4,2,1,3,2,3,4,1,7,7,6,4,4,5,4,3,4,4,4,5,25,50,50,50,50,25,25,2,1,1,1,1,1,1,2,1,1,5,6,3,2,4,1,6,4,6,7,6,5,5,4,4,3,4,3,5,5,2,2,2,2,1,5,1,1,1,1,2, , ,1,3,5,4,4,6,98,1,2,2,2,2,3,2,2,3
447603,8,1,24,2,3,3,4,2,2,2,2,3,3,3,2,4,2,1,1,2,4,4,4,4,4,4,4,4,4,4,1,1,1,2,3,4,3,5,5,2,5,5,4,3,3,5,2,3,3,3,3,3,9,4,4,4,4,3,4,5,3,4,2,2,3,4,2,3,3,4,2,5,5,5,2,4,5,5,5,4,5,2,5,2,3,3,1,9,2,2,3,2,9,9,9,3,3,6,4,4,4,5,6,6,3,4,4,4,2,10,50,70,0,0,0,0,1,1,1,1,1,1,1,1,1,1,5,4,5,4,5,4,6,4,4,5,3,4,6,6,6,3,5,4,6,6,3,4,5,3,4,9, , , ,1,2, , ,4, ,7,4,3,7,2, ,2,1,2,9,4,3,4,2
448780,8,1,22,2,3,5,2,2,3,3,2,3,4,5,4,3,1,1,1,3,4,4,4,4,3,2,2,3,2, ,3,3,1,1,2,2,2,2,2,1,3,3,3,3,2,5,2,3,3,3,3,3,2,3,2,2,1,3,3,4,3,8,4,2,9,2,3,2,2,2,3,3,2,2,3,2,2,2,3,2,1,3,2,3,2,1,2,2,1,1,1,2,2,2,9,2, ,5,7,6,5,7,6,4,3,4,2,3,2,75,70,75,60,50,50,50,1,1,1,1,1,1,1,1,1,1,5,5,5,6,5,5,4,5,5,6,5,6,4,5,5,4,6,5,6,5,3,3,2,2,2,9, , , ,1,2, , ,4, ,5,4,3,6,98,98,2,1,2,2,3,2,2,2
451817,8,1,36,3,4,5,2,2,4,2,4,4,4,3,3,2,2,3,2,3,4,4,3,3,4,2,2,2,2, ,3,2,2,2,2,2,2,2,3,2,4,3,5,5,2,5,4,3,4,4,4,3,2,4,4,2,3,4,3,3,4,7,2,2,3,3,3,3,3,2,2,2,4,3,3,2,2,3,3,3,3,3,3,3,2,2,2,2,2,2,3,1,1,2,4,3,3,6,6,6,3,4,4,4,2,3,5,4,5,20,30,60,30,20,20,20,1,1,1,1,1,1,1,2,1,1,5,2,4,2,2,2,4,5,5,6,5,2,4,3,5,3,3,4,3,4,2,2,3,3,2,5,1,2,2,2,1,2,2,4, ,8,1,4,4,1, ,2,1,2,2,2,3,2,2
451830,1,1,61,6,2,1,2,2,4,3,5,5,5,5,5,5,1,1,1,1,4,4,4,4,4,2,4,4,4,4,1,1,1,1,2,2,3,3,5,3,3,3,3,3,3,3,3,3,3,3,9,3,9,3,3,2,3,3,3,3,2,5,1,2,9,2,2,2,3,3,3,3,3,3,3,3,3,3,2,4,3,3,1,3,1,1,1,2,3,2,1,3,2,2,4,3,3,7,6,6,5,4,4,4,3,4,4,3,3,15,15,20,15,15,15,15,2,2,2,2,2,1,1,2,1,1,4,7,4,5,5,4,4,4,6,7,7,6,6,7,6,6,6,7,5,4,2,3,3,2,2,3,1,2,2,2,2, , ,2, ,2,1,5,5,98,98,2,1,2,2,3,2,3,3
455455,8,1,23,2,3,1,3,2,4,2,3,2,4,4,4,2,2,3,2,2,3,3,4,3,3,3,4,2,2,2,2,2,1,1,2,2,2,3,3,2,4,3,4,4,2,3,3,3,3,3,4,3,2,3,3,3,2,2,4,3,3,6,3,2,3,2,2,2,3,3,2,3,4,3,3,3,3,2,2,3,3,3,2,2,2,1,2,2,3,2,2,2,1,1,3,3,2,7,7,6,6,6,6,6,3,2,5,4,3,50,50,50,50,0,50,40,2,1,1,1,2,2,2,1,1,1,6,4,3,3,5,3,4,3,3,5,4,3,3,5,5,4,5,3,5,5,2,2,2,2,2,9, , , ,1,2, , ,5, ,5,1,4,5,6, ,2,2,2,2,2,3,2,2
456063,1,2,24,2,4,5,9,2,4,2,4,2,2,5,5,2,3,4,1,2,2,1,3,2,4,1,2,2,1, ,1,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,4,4,1,5,0,9,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,2,2,3,4,2,3,9,9,9,9,9,9,9,2,1,2,3,3,3,3,5,2,2,5,5,5,4,4,4,3,4,50,50,50,50,50,50,50,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,2,7,3,3,5,5,3,3,4,2,5,4,2,2,2,2,2,5,1,1,1,1,2, , ,1,1,2,1,4,99,99,99,2,2,2,2,2,2,3,2
456169,8,2,47,4,4,1,2,2,3,3,3,4,5,3,4,4,1,1,1,2,4,4,3,2,2,2,2,1,2,1,2,1,1,1,9,2,3,3,3,2,4,3,4,3,2,3,3,3,3,4,5,3,3,4,3,3,2,2,2,3,3,6,4,3,3,3,2,3,3,3,2,3,9,3,4,2,3,3,3,4,3,4,3,4,2,3,3,3,4,4,3,1,3,2,4,4,1,6,6,6,4,5,5,4,4,5,5,3,5,50,50,50,25,0,25,50,2,2,2,2,2,1,2,2,2,2,6,5,3,2,6,1,4,2,6,6,4,3,2,2,4,3,6,6,4,3,3,2,4,2,3,8, , , ,2,1,2,1,4, ,5,1,4,5,98,98,2,2,2,2,3,3,4,2
456217,8,2,64,6,4,3,2,2,4,2,5,5,5,5,5,5,1,3,1,2,4,4,4,4,4,4,4,4,4,4,2,1,1,1,1,2,3,3,3,1,3,3,3,2,1,3,3,1,1,2,3,3,1,2,2,2,2,3,3,3,3,5,1,3,3,3,2,3,3,3,2,4,4,4,4,4,3,2,3,4,2,3,4,2,2,2,2,3,4,3,2,2,1,2,3,3,2,7,7,7,4,6,7,7,2,2,3,2,3,75,80,70,60,0,50,50,2,2,1,1,1,1,1,2,2,2,2,4,5,4,5,3,3,4,6,7,6,6,7,4,6,6,7,7,7,4,2,2,1,1,1,8, , , ,4,1,2,2,3, ,7,1,4,2,98,6,2,2,2,2,2,2,2,2
457163,2,1,40,4,2,3,2,2,4,5,5,4,4,3,4,3,2,2,1,1,4,4,3,3,3,3,3,2,3,4,2,1,2,2,2,3,3,2,2,3,3,2,3,3,2,4,2,1,1,2,3,3,2,2,3,3,2,4,3,4,4,2,1,3,2,3,2,3,3,4,2,4,4,4,4,3,4,2,1,5,4,2,1,1,1,2,1,1,1,1,1,2,1,2,3,4,3,7,7,7,6,6,1,7,3,4,5,4,5,75,75,50,50,50,75,50,1,1,2,2,2,2,1,2,2,2,4,7,5,2,3,4,7,7,6,7,7,6,4,6,5,6,6,7,6,6,2,1,3,3,1,5,1,1,1,1,2, , ,3, ,6,1,5,5,1, ,2,1,2,2,3,3,3,2
459504,1,2,53,5,6,2,1,1,5,4,5,5,5,5,5,5,1,1,1,2,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,2,1,5,4,1,2,1,1,1,2,4,3,1,1,1,1,1,1,1,4,3,9,3,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,5,1,1,1,5,1,2,2,2,2,2,2,2,2,1,2,1, ,7,7,7,6,6,7,7,1,1,4,5,3,80,90,70,80,80,80,70,2,2,2,1,1,1,1,2,2,2,1,3,5,1,2,3,4,2,5,6,6,5,5,2,7,5,6,5,5,4,1,1,1,3,4,5,1,1,1,2,1,1,1,4, ,8,6,2,0,1, ,3,2,3,2,1,1,1,1
460161,2,2,24,2,4,5,4,2,3,3,4,4,4,3,5,3,1,2,1,3,4,4,4,3,3,2,2,2,2, ,2,2,2,2,2,2,4,5,3,1,3,5,3,4,1,5,3,1,2,4,4,3,3,3,4,3,1,3,4,3,3,7,4,1,3,2,2,2,4,3,1,5,4,4,5,4,5,2,2,3,3,3,1,4,3,2,2,4,4,3,2,1,1,2,3,3,1,5,6,5,1,5,2,3,4,4,3,2,5,30,70,25,40,50,40,45,2,2,2,2,2,1,1,1,1,2,2,5,3,2,3,1,4,3,6,6,6,5,5,3,5,5,6,2,5,4,3,2,2,3,4,9, , , ,1,2, , ,3, ,5,4,4,8,2, ,2,2,2,2,3,2,2,2
460488,13,2,66,6,4,1,1,1,4,4,4,5,5,5,5,5,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,1,2,2,1,1,1,1,5,1,5,5,2,4,2,1,4,4,4,3,1,2,3,2,2,2,2,2,2,8,4,2,4,1,4,2,1,2,2,2,4,3,3,2,1,2,2,4,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2, ,7,7,7,5,6,7,7,2,2,5,4,4,75,100,75,50,25,25,25,2,2,2,1,2,1,1,2,1,1,2,5,7,5,5,6,6,5,7,7,7,2,5,5,6,5,7,7,6,7,2,1,1,2,2,8, , , ,2,1,2,2,2, ,3,4,3,5,1, ,1,1,1,1,2,2,2,2
463527,4,2,60,6,2,2,3,3,4,2,4,4,4,3,3,4,1,3,1,2,4,3,4,2,3,1,2,4,1,1,2,3,2,1,2,3,3,3,4,3,3,5,3,3,2,3,3,3,3,3,4,4,9,4,2,9,4,4,4,3,3,6,4,9,2,9,9,9,9,9,4,2,9,4,4,2,9,9,4,4,4,4,2,4,2,3,3,3,3,4,1,1,1,2,3,4,3,7,6,5,5,5,5,5,9,4,5,4,5,50,50,50,50,0,25,50,2,2,2,2,1,1,1,1,1,1,6,5,4,4,5,4,4,5,5,5,5,5,4,3,3,3,3,2,4,2,2,2,2,4,2,8, , , ,2,1,2,2,3, ,4,3,4,6,98,98,2,2,2,2,3,3,2,2
463642,8,1,40,4,4,1,1,1,2,2,4,4,2,1,5,2,1,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,2,2,1,1,1,1,1,1,5,4,1,5,3,2,2,3,3,2,1,4,4,2,2,2,2,3,3,7,5,3,2,2,3,2,2,2,3,4,4,3,3,3,2,4,3,2,2,2,2,3,3,2,3,2,2,2,2,2,2,2,1,2, ,7,6,6,4,5,4,4,2,3,5,4,4,60,75,90,80,50,50,50,1,1,1,1,2,1,2,1,1,1,6,6,2,5,5,2,4,2,7,6,6,4,5,2,5,5,5,5,5,5,2,1,3,3,1,3,1,1,1,1,2, , ,3, ,5,1,3,6,6, ,2,2,2,2,2,2,2,1
464289,8,2,37,3,2,5,9,2,4,3,4,4,3,4,4,3,2,9,2,2,4,4,4,3,4,4,4,4,4, ,2,3,1,1,2,2,3,3,3,1,3,3,3,3,1,3,2,2,2,3,3,3,2,3,3,2,2,3,3,2,3,5,4,9,9,9,3,9,9,4,3,3,4,3,3,2,3,9,4,4,3,4,3,5,9,9,9,9,9,9,9,3,9,2,9,3,3,5,5,4,3,4,3,4,4,4,4,3,4,50,50,50,50,50,50,50,2,1,1,1,1,1,2,2,2,2,4,4,4,4,5,3,5,4,6,6,5,5,5,4,5,5,5,5,5,4,2,2,2,2,2,7,1,1,1,2,1,1,1,4, ,11,4,9,5,98,98,2,2,2,2,9,2,2,2
464385,1,1,29,2,4,5,2,2,3,2,3,2,2,2,3,3,3,4,3,4,3,2,3,3,3,2,3,3,2, ,3,3,2,3,2,2,2,2,2,2,2,2,4,3,3,2,3,4,3,3,4,3,3,2,3,2,3,4,3,2,3,7,3,3,2,3,3,2,3,4,3,3,4,4,4,2,3,4,3,4,3,3,3,5,4,3,2,3,4,3,3,2,2,2,3,4,2,4,3,5,4,5,5,3,4,3,3,4,3,50,25,50,0,0,0,0,2,1,1,1,1,1,1,1,1,1,5,5,3,3,5,4,3,4,5,4,3,4,5,4,4,5,4,4,4,5,4,3,2,4,3,5,1,1,1,1,2, , ,2, ,5,6,2,8,1, ,3,2,2,2,4,3,2,3
465488,8,1,34,3,4,2,1,1,3,2,3,4,5,5,5,5,2,3,1,4,4,4,4,3,3,2,1,2,3,1,1,1,2,2,2,2,1,1,2,1,5,2,5,5,1,5,2,2,3,3,3,3,1,3,4,3,2,1,2,4,3,8,4,3,3,3,3,3,4,2,2,1,4,2,3,2,1,1,1,5,2,2,1,4,2,1,1,1,1,1,1,2,1,2,3,2, ,7,6,6,6,6,7,6,2,1,5,5,5,50,75,75,50,50,50,25,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,5,4,7,7,7,5,7,5,7,4,6,1,4,4,2,1,1,1,1,5,1,1,1,1,2, , ,1,4,4,2,4,2,1, ,2,2,2,2,2,2,2,2
465681,1,2,63,6,2,3,2,2,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,2,3,3,3,3,3,3,3,2,4,3,4,3,3,3,4,3,3,4,4,3,3,3,3,2,2,3,3,3,3,6,3,3,3,3,4,3,3,3,3,4,3,4,3,3,4,3,3,4,3,3,4,3,2,2,2,2,3,3,3,2,2,1,3,2, ,6,6,6,4,4,4,4,3,3,3,3,4,25,50,50,50,25,25,25,2,1,1,1,1,1,1,1,1,1,5,4,4,4,4,5,4,4,4,4,4,4,5,4,4,5,4,5,4,5,3,3,3,3,4,8, , , ,2,1,2,2,3, ,3,2,4,7,2, ,1,9,9,2,3,3,3,9
